statement,label,cleaned_text
"When Disney was looking to build Disney World, they came to Miami and we told Disney to take a hike.",0,when disney was looking to build disney world they came to miami and we told disney to take a hike
I dont understand what Republicans are doing against this. It was their idea. John McCain introduced cap and trade legislation three times.,1,i dont understand what republicans are doing against this it was their idea john mccain introduced cap and trade legislation three times
Gov. Scott Walkers plan to freeze pay for state employees includes a 5.4 percent raise for himself.,0,gov scott walkers plan to freeze pay for state employees includes a  percent raise for himself
"As district attorney, Susan Happ took $180,000 in a shady land deal from a man charged with multiple felony counts of sexual assault before she offered him a deferred prosecution.",0,as district attorney susan happ took  in a shady land deal from a man charged with multiple felony counts of sexual assault before she offered him a deferred prosecution
"In Wisconsin, 300,000 voters were turned away by the states strict voter ID law in the 2016 presidential election.",0,in wisconsin  voters were turned away by the states strict voter id law in the  presidential election
"Dan Patrick was the only state senator who voted against the Veteran Entrepreneurship Program, a program that assists veterans in successfully starting up their own businesses.",1,dan patrick was the only state senator who voted against the veteran entrepreneurship program a program that assists veterans in successfully starting up their own businesses
Tourism and retirees are the dominant economic engines in our state.,1,tourism and retirees are the dominant economic engines in our state
Fewer Democrats were on the Georgia general election ballot in 2012 than in more than 100 years.,1,fewer democrats were on the georgia general election ballot in  than in more than  years
There is not one single federal housing program yet that has not needed a bailout to survive.,1,there is not one single federal housing program yet that has not needed a bailout to survive
Sheriffs Call For Obamas Lynching While Leader Meets With GOP Senators,0,sheriffs call for obamas lynching while leader meets with gop senators
Proposed immigration legislation would give new immigrants a taxpayer-funded cellular phone.,0,proposed immigration legislation would give new immigrants a taxpayerfunded cellular phone
"Youre paying for...(state Sen. Diane Allens) health care, and she took yours away.",0,youre paying forstate sen diane allens health care and she took yours away
Illegal immigrants mow the grass around the (Texas) Capitol.,0,illegal immigrants mow the grass around the texas capitol
"Once our Blueprint for Prosperity is signed into law, we will have delivered $2 billion in tax relief.",1,once our blueprint for prosperity is signed into law we will have delivered  billion in tax relief
"Under Obama, the national debt has been reduced every year for the last five years.",0,under obama the national debt has been reduced every year for the last five years
"Since 1961 our private economy has produced 66 million private-sector jobs. So whats the jobs score? Republicans 24 million, Democrats 42 (million).",1,since  our private economy has produced  million privatesector jobs so whats the jobs score republicans  million democrats  million
"The law, right now, permits companies that close down American factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to China or India or wherever.",1,the law right now permits companies that close down american factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to china or india or wherever
"A DWI costs $17,000.",0,a dwi costs 
"In 2010, Clinton said Iran could enrich uranium. In 2014 she said shes always argued against it.",0,in  clinton said iran could enrich uranium in  she said shes always argued against it
Says Rep. Ken Legler voted against installing fire sprinklers and emergency power generators in nursing homes.,0,says rep ken legler voted against installing fire sprinklers and emergency power generators in nursing homes
"Last month, more Americans stopped looking for a job than found one.",1,last month more americans stopped looking for a job than found one
"We have 10,000 baby boomers retiring every day.",1,we have  baby boomers retiring every day
The Wisconsin Legislature raised taxes more than $5 billion in 2009.,0,the wisconsin legislature raised taxes more than  billion in 
Fifty percent of kids coming out of school cant get a job.,1,fifty percent of kids coming out of school cant get a job
"In a few months, this deal would give Iran $150 billion for its $300 billion to $400 billion economy, which is like $8 trillion flowing into the United States treasury.",0,in a few months this deal would give iran  billion for its  billion to  billion economy which is like  trillion flowing into the united states treasury
Americans spend more than $160 billion and 6 billion hours per year complying with the tax code.,1,americans spend more than  billion and  billion hours per year complying with the tax code
The tax policies of George W. Bush created a dynamic effect of high growth.,0,the tax policies of george w bush created a dynamic effect of high growth
"When each faced a pension funding crisis, Tom Barrett made tough choices and smart cuts while Scott Walker passed $400 million in pension debt to the next generation.",1,when each faced a pension funding crisis tom barrett made tough choices and smart cuts while scott walker passed  million in pension debt to the next generation
The unemployment rate for young people is down from a 10.6 percent high in 2009 to 2.6 percent today.,0,the unemployment rate for young people is down from a  percent high in  to  percent today
Public-employee unions spent $30 million in Wisconsin unsuccessfully trying to flip the state Senate to Democratic control.,0,publicemployee unions spent  million in wisconsin unsuccessfully trying to flip the state senate to democratic control
Says President Barack Obamas homeland security budget had $16 million to fight climate change but didnt have a line item to fight violent extremism.,0,says president barack obamas homeland security budget had  million to fight climate change but didnt have a line item to fight violent extremism
"There are over 2,000 crimes recorded per 100,000 population in the U.K., compared to 466 violent crimes per 100,000 in the United States.",0,there are over  crimes recorded per  population in the uk compared to  violent crimes per  in the united states
This president ... could have gotten crippling sanctions against Iran. He did not.,0,this president  could have gotten crippling sanctions against iran he did not
Says the majority of Americans support gay marriage.,1,says the majority of americans support gay marriage
Most Americans are now getting their news from Facebook.,0,most americans are now getting their news from facebook
"After prenatal diagnosis, 90 percent of Down syndrome children in America are aborted.",1,after prenatal diagnosis  percent of down syndrome children in america are aborted
Says Obama adviser David Plouffe took large piles of cash from a joint venture partner of a company owned by Irans Revolutionary Guard.,1,says obama adviser david plouffe took large piles of cash from a joint venture partner of a company owned by irans revolutionary guard
"Texas House Speaker Joe Straus said, I do not care if Wallace Hall swings from a tree.",0,texas house speaker joe straus said i do not care if wallace hall swings from a tree
Not one of the 17 GOP candidates has discussed how theyd address the rising cost of college.,0,not one of the  gop candidates has discussed how theyd address the rising cost of college
State Sen. Alberta Darling voted to add more than $1 billion in additional spending while cutting programs such as education and health care,1,state sen alberta darling voted to add more than  billion in additional spending while cutting programs such as education and health care
"Were at the point of reaching 2 million deportations ...this is a historic level, more than any other president of the United States.",1,were at the point of reaching  million deportations this is a historic level more than any other president of the united states
If it werent for me (illegal immigration) wouldnt even be a big subject.,0,if it werent for me illegal immigration wouldnt even be a big subject
A $300 million stimulus allocation to Wisconsin has led to the creation of tens of thousands of jobs in every corner of this state.,0,a  million stimulus allocation to wisconsin has led to the creation of tens of thousands of jobs in every corner of this state
Langevin has been the most reliable vote for Speaker Pelosi.,0,langevin has been the most reliable vote for speaker pelosi
"Barack Obama ""extended health care for wounded troops who'd been neglected.""",1,barack obama extended health care for wounded troops whod been neglected
"Says Mitt Romney was clear that he would not provide government assistance to the U.S. auto companies, even if they went through bankruptcy.",0,says mitt romney was clear that he would not provide government assistance to the us auto companies even if they went through bankruptcy
We rank 38th in wages. ... (Rick Scott) goes out around the country and advertises that to other states.,1,we rank  in wages  rick scott goes out around the country and advertises that to other states
"Obama ""supports hate-crimes expansion ... potentially putting churches at risk if they preach the truth about homosexuality.""",0,obama supports hatecrimes expansion  potentially putting churches at risk if they preach the truth about homosexuality
The Employee Free Choice Act mandates the elimination of the secret ballot.,1,the employee free choice act mandates the elimination of the secret ballot
"Our ranking in terms of the best and worst states to do business in was 43 four years ago, and we just moved up to 17 two weeks ago.",1,our ranking in terms of the best and worst states to do business in was  four years ago and we just moved up to  two weeks ago
"Says his reform efforts improved performance at all 10 low-performing schools in Palm Beach, Florida.",1,says his reform efforts improved performance at all  lowperforming schools in palm beach florida
"Democrats' budget resolution would raise America's tax bill by ""$500-billion.""",0,democrats budget resolution would raise americas tax bill by 
The commercial property tax [in Providence] is second highest in the country behind Detroit.,1,the commercial property tax  is second highest in the country behind detroit
"Barack Obama wants to ""restore"" the estate tax that George W. Bush ""repealed.""",0,barack obama wants to restore the estate tax that george w bush repealed
"Government subsidies for renewable energies such as wind and solar are 100 times greater than those given to gas and coal, and 50 times greater than what the nuclear industry enjoys.",1,government subsidies for renewable energies such as wind and solar are  times greater than those given to gas and coal and  times greater than what the nuclear industry enjoys
There are more young black males involved in the criminal justice system than there are in higher education.,0,there are more young black males involved in the criminal justice system than there are in higher education
"A small majority of Americans dont think they like the Affordable Care Act, but a large majority of Americans dont want to do away with the protections that are in the Affordable Care Act.",1,a small majority of americans dont think they like the affordable care act but a large majority of americans dont want to do away with the protections that are in the affordable care act
The Greenlight Pinellas transportation plan involves a 300% tax increase.,0,the greenlight pinellas transportation plan involves a  tax increase
Says Rick Scott signed laws requiring mandatory ultrasounds and restricting access to abortion even in cases of rape or incest.,1,says rick scott signed laws requiring mandatory ultrasounds and restricting access to abortion even in cases of rape or incest
Says an average of $4 billion is added to the national debt every day.,1,says an average of  billion is added to the national debt every day
"In America, radical speech is not a crime.",1,in america radical speech is not a crime
"100 percent of the crime is committed, in estimate, by about 15 percent of the population.",0, percent of the crime is committed in estimate by about  percent of the population
Says Milwaukee County Executive Chris Abele eliminated sheriffs office funding for providing security for presidential and presidential campaign visits.,1,says milwaukee county executive chris abele eliminated sheriffs office funding for providing security for presidential and presidential campaign visits
The state has less employees this year than we did last year.,1,the state has less employees this year than we did last year
Says one in three Texas children drop out of high school.,1,says one in three texas children drop out of high school
"In 2016, Dallas, Texas, has fewer police officer-related shootings than any large city in America.",1,in  dallas texas has fewer police officerrelated shootings than any large city in america
PIP fraud is $1 billion in fraud.,1,pip fraud is  billion in fraud
Some of the men serving in the (Afghan) armed forces have never driven a vehicle before.,1,some of the men serving in the afghan armed forces have never driven a vehicle before
Our economy actually shrank during the last three months of 2012.,1,our economy actually shrank during the last three months of 
Says 21 million people still suffer slavery today.,1,says  million people still suffer slavery today
Close to half of the folks in this country illegally entered legally (but) overstayed (their ) visas.,1,close to half of the folks in this country illegally entered legally but overstayed their  visas
Youre supposed to throw away your shoes ifmercury from a broken CFL light bulb gets on them.,0,youre supposed to throw away your shoes ifmercury from a broken cfl light bulb gets on them
"John McCain has ""a consistent pattern of ducking important environmental votes.""",0,john mccain has a consistent pattern of ducking important environmental votes
"Iowa has the fourth fastest-growing personal income in the United States, while nationally, the real wage has decreased over the past eight years that Congressman (Bruce) Braley has been there by 2.7 percent.",0,iowa has the fourth fastestgrowing personal income in the united states while nationally the real wage has decreased over the past eight years that congressman bruce braley has been there by  percent
"In Tripoli, jihadists today swim in our embassy pool.",1,in tripoli jihadists today swim in our embassy pool
SaysTed Cruz distributed the ad showing a nude Melania Trump on a rug.,0,saysted cruz distributed the ad showing a nude melania trump on a rug
Says Mitt Romney supports a plan to slowly and gradually raise the retirement age of Social Security.,1,says mitt romney supports a plan to slowly and gradually raise the retirement age of social security
"Latinos in Nevada support Educational Savings Accounts, helping more than 450,000 students access better schools. But Catherine Cortez Masto is against it.",1,latinos in nevada support educational savings accounts helping more than  students access better schools but catherine cortez masto is against it
"Says Sen. Rob Portman says Ted Strickland earned $400,000 a year as a lobbyist after leaving Ohio for Washington.",1,says sen rob portman says ted strickland earned  a year as a lobbyist after leaving ohio for washington
"Scott Walker was elected governor on a promise not to take campaign contributions from the date of his inauguration until the signing of the state budget, but broke it by taking nearly $5.6 million.",0,scott walker was elected governor on a promise not to take campaign contributions from the date of his inauguration until the signing of the state budget but broke it by taking nearly  million
Houston suffered $1.7 billion in operating losses under Mayor Bill White.,1,houston suffered  billion in operating losses under mayor bill white
"The governor won this state with 49 percent. We had some of the closest races in the House in history. So youre not dealing with this 70-30, like they want to make it.",1,the governor won this state with  percent we had some of the closest races in the house in history so youre not dealing with this  like they want to make it
"U.S. Rep. Jim Marshall (D-Ga.) refuses to return $37,000 in dirty campaign contributions from U.S. Rep. Charles Rangel (D-N.Y.)",1,us rep jim marshall dga refuses to return  in dirty campaign contributions from us rep charles rangel dny
"If you are African-American in this country today, you are likely to have a net worth of about 10 percent of what white families have.",1,if you are africanamerican in this country today you are likely to have a net worth of about  percent of what white families have
"Closing the tobacco loophole would save Missouri taxpayers $50,000,000",1,closing the tobacco loophole would save missouri taxpayers 
"Says Vladimir Putin once said, The breakup of the Soviet Union was the greatest geopolitical tragedy of the 20th century.",1,says vladimir putin once said the breakup of the soviet union was the greatest geopolitical tragedy of the  century
Says Washingtons reach extends to even telling us what kind of light bulb we can use.,0,says washingtons reach extends to even telling us what kind of light bulb we can use
Health care premiums up 90 percent in New Hampshire.,0,health care premiums up  percent in new hampshire
"House Speaker Dean Cannon says that freshmen lawmakers account for one-third of the 120-member House, and that two-thirds of the chamber have two years or less experience.",1,house speaker dean cannon says that freshmen lawmakers account for onethird of the  house and that twothirds of the chamber have two years or less experience
The United States has the best health care delivery system in the world.,1,the united states has the best health care delivery system in the world
"There are billions of barrels of oil beneath our oceans and in Alaska, and there is ample oil shale in the Rocky Mountain West, but Democrats ""say all this American energy is off limits.""",0,there are billions of barrels of oil beneath our oceans and in alaska and there is ample oil shale in the rocky mountain west but democrats say all this american energy is off limits
"When Mitt Romney chose Paul Ryan as his vice-presidential running mate, that was the end of Romneys chances to win.",0,when mitt romney chose paul ryan as his vicepresidential running mate that was the end of romneys chances to win
Says Mitch McConnell pushed the Wall Street bailout through the U.S. Senate and called it the Senate at its finest.,1,says mitch mcconnell pushed the wall street bailout through the us senate and called it the senate at its finest
Congressman Scott DesJarlais is spending his one year anniversary on vacation -- only working 6 days in all of January.,0,congressman scott desjarlais is spending his one year anniversary on vacation  only working  days in all of january
"The Democratic health care plan is a ""government takeover of nearly 20 percent of our economy.""",0,the democratic health care plan is a government takeover of nearly  percent of our economy
41 cents out of every dollar (the U.S. spends) is borrowed from places like China.,1, cents out of every dollar the us spends is borrowed from places like china
Tim Kaine wants to thwart right-to-work reform measures in Midwest battleground states.,0,tim kaine wants to thwart righttowork reform measures in midwest battleground states
New Virginia regulations on abortion clinics provide the same sanitary environment we expect of dental offices.,0,new virginia regulations on abortion clinics provide the same sanitary environment we expect of dental offices
"On average, women make 77 cents for every dollar men make.",1,on average women make  cents for every dollar men make
Says Charlie Crist signed the nations harshest marijuana laws.,0,says charlie crist signed the nations harshest marijuana laws
We are the most generous in New England and New England is known for its generosity toward its welfare recipients.,1,we are the most generous in new england and new england is known for its generosity toward its welfare recipients
"I used my line-item veto authority to veto $360 million dollars in special interest spending, so that our budget this year ... is still smaller than the fiscal year 2008 and 2009 budgets signed by my predecessor.",0,i used my lineitem veto authority to veto  million dollars in special interest spending so that our budget this year  is still smaller than the fiscal year  and  budgets signed by my predecessor
Our debt is already bigger than our economy.,1,our debt is already bigger than our economy
Were the only advanced democracy in the world that makes it harder for people to vote.,1,were the only advanced democracy in the world that makes it harder for people to vote
The shutdown is projected to result in $10 billion in costs to the economy per week.,1,the shutdown is projected to result in  billion in costs to the economy per week
Says he paid one dollar for a sweater at Kohls.,1,says he paid one dollar for a sweater at kohls
Says combined inflation and unemployment rates in October 2011 were the highest since Ronald Reagan succeeded Jimmy Carter.,0,says combined inflation and unemployment rates in october  were the highest since ronald reagan succeeded jimmy carter
"Black voter turnout in 2012 exceeded the rate of white voter turnout, even in the states with the strictest voter ID laws.",1,black voter turnout in  exceeded the rate of white voter turnout even in the states with the strictest voter id laws
Says Texas schools have had massive increases in class sizes with Rick Perry as governor.,0,says texas schools have had massive increases in class sizes with rick perry as governor
Paul Workman wants to raise the sales tax.,0,paul workman wants to raise the sales tax
Says Sen. Sherrod Brown cast the deciding vote on the government takeover of health care.,0,says sen sherrod brown cast the deciding vote on the government takeover of health care
"In New Hampshire, 93 percent of Democrats, 79 percent of Republicans, 82 percent of gun owners and 60 percent of NRA households support background checks.",1,in new hampshire  percent of democrats  percent of republicans  percent of gun owners and  percent of nra households support background checks
"I wanted to keep it private, because I dont think its anybodys business if I want to send money to the vets.",0,i wanted to keep it private because i dont think its anybodys business if i want to send money to the vets
Prop 56 cheats schools out of at least $600 million.,0,prop  cheats schools out of at least  million
78702 is the second-most gentrified ZIP code in the entire country.,0, is the secondmost gentrified zip code in the entire country
Between 40 and 50 percent of tax filers do not owe any income tax.,1,between  and  percent of tax filers do not owe any income tax
Says Donald Trump wants to get rid of the federal minimum wage.,1,says donald trump wants to get rid of the federal minimum wage
Says she stopped Capital Metro from raising fares for senior and disabled citizens.,1,says she stopped capital metro from raising fares for senior and disabled citizens
Marco Rubios economic proposals will add $3.5 trillion to the federal deficit.,1,marco rubios economic proposals will add  trillion to the federal deficit
"If West Virginia had voted for our Democratic nominee in 2000 and 2004, we wouldn't have had to put up with George Bush for the last 7 years.",1,if west virginia had voted for our democratic nominee in  and  we wouldnt have had to put up with george bush for the last  years
"The stimulus includes ""$219,000 to study the sex lives of female college freshmen.""",1,the stimulus includes  to study the sex lives of female college freshmen
A million Democrats deserted (Howard Deans) party and joined my party because of Donald Trump in Ohio this year.,0,a million democrats deserted howard deans party and joined my party because of donald trump in ohio this year
I have sent over $400 million to the border of Mexico in the form of Texas Ranger recon teams.,0,i have sent over  million to the border of mexico in the form of texas ranger recon teams
"While introducing Donald Trump, former New York City Mayor Rudy Giuliani omitted the September 11, 2001, strikes as a successful terrorist attack during the eight years before President Obamas 2008 election.",1,while introducing donald trump former new york city mayor rudy giuliani omitted the september   strikes as a successful terrorist attack during the eight years before president obamas  election
The very first meal on the surface of the moon was the Holy Communion.,1,the very first meal on the surface of the moon was the holy communion
"He positions himself as pro environment, but he scored a zero yes, zero from the League of Conservation Voters last year.",1,he positions himself as pro environment but he scored a zero yes zero from the league of conservation voters last year
Harry Reid says he does more for Nevada. Hes done more for unemployment. We were at 4.4 percent. Now were at 14 percent. Hes done more for the foreclosure rate. We have the highest foreclosure rate in the nation. Hes done more for bankruptcy. We have the highest bankruptcy rate in the nation.,1,harry reid says he does more for nevada hes done more for unemployment we were at  percent now were at  percent hes done more for the foreclosure rate we have the highest foreclosure rate in the nation hes done more for bankruptcy we have the highest bankruptcy rate in the nation
"Since 2000, only 10 cases of in-person voter fraud have been proven nationally.",1,since  only  cases of inperson voter fraud have been proven nationally
"As we watch the news from Colorado with horror and sympathy for the families, we should remember that each day more than 80 Americans are killed by gunfire, unnecessary tragedies.",1,as we watch the news from colorado with horror and sympathy for the families we should remember that each day more than  americans are killed by gunfire unnecessary tragedies
Worked with Ronald Reagan and helped re-elect him.,1,worked with ronald reagan and helped reelect him
Says Mitt Romney flip-flopped on supporting the presidents Recovery Act.,0,says mitt romney flipflopped on supporting the presidents recovery act
Says Philando Castile had been stopped by police 40 or 50 times before that fatal incident.,1,says philando castile had been stopped by police  or  times before that fatal incident
On whether the state should privatize the Ohio Turnpike.,1,on whether the state should privatize the ohio turnpike
"(The Tax Policy Center) found that Romney would raise taxes on the average middle class family by $2,000 to pay for $5 trillion in tax cuts for millionaires and billionaires.",1,the tax policy center found that romney would raise taxes on the average middle class family by  to pay for  trillion in tax cuts for millionaires and billionaires
"Private prisons do not chase escaped inmates past the perimeter like the public prisons do, which means more escaped prisoners in our communities.",1,private prisons do not chase escaped inmates past the perimeter like the public prisons do which means more escaped prisoners in our communities
It cost us more to shut the government down than to keep it open.,1,it cost us more to shut the government down than to keep it open
"Says Tim Pawlenty said in 2006, The era of small government is over... the government has to be more proactive and more aggressive.",1,says tim pawlenty said in  the era of small government is over the government has to be more proactive and more aggressive
Says Charlie Crist rode on a jet that belongs to a serial polluter with a history of environmental violations fined nearly $2 million for polluting water.,1,says charlie crist rode on a jet that belongs to a serial polluter with a history of environmental violations fined nearly  million for polluting water
"I signed the largest single tax cut in the history of Florida, a $25 billion tax cut over five years, directed at property tax cuts.",0,i signed the largest single tax cut in the history of florida a  billion tax cut over five years directed at property tax cuts
Revenues are 15 percent of GDP its still in the range of the lowest its ever been.,1,revenues are  percent of gdp its still in the range of the lowest its ever been
So what sort of services does Romney's health care plan provide? Per the state Web site: $50 co-pay for abortions.,1,so what sort of services does romneys health care plan provide per the state web site  copay for abortions
Says Sen. Bernie Sanders has called President Barack Obama weak. Hes called him a disappointment.,1,says sen bernie sanders has called president barack obama weak hes called him a disappointment
We (Trump University)have an A from the Better Business Bureau.,0,we trump universityhave an a from the better business bureau
"In New Hampshire, I spent $3 million. Jeb Bush spent $44 million. He came in five, and I came in number one.",1,in new hampshire i spent  million jeb bush spent  million he came in five and i came in number one
"The United States is number 14, number 15 in college graduation rates, and were leading the world in high school dropout rates.",1,the united states is number  number  in college graduation rates and were leading the world in high school dropout rates
"Social Security, like I told you, is out of money. This year it is borrowing from the general treasury.",0,social security like i told you is out of money this year it is borrowing from the general treasury
Says Obama called Sarah Palin a pig.,0,says obama called sarah palin a pig
Wisconsins pension system is the only one fully funded in the country.,1,wisconsins pension system is the only one fully funded in the country
"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.",1,says that under his tax plan seniors making less than  per year wont pay any income taxes
This kind of snowstorm happens every 10 or 15 years.,1,this kind of snowstorm happens every  or  years
The Koch Brothers are spending more money than either the Democratic or Republican parties in the 2016 elections.,0,the koch brothers are spending more money than either the democratic or republican parties in the  elections
"Says Jeb Bush not only opposes marriage equality, hes said he personally believes gay couples should be banned from adopting children.",1,says jeb bush not only opposes marriage equality hes said he personally believes gay couples should be banned from adopting children
Natalyn Archibong skipped (Atlanta) City Council meetings or was late 90% of the time. Then she voted herself a pay raise.,0,natalyn archibong skipped atlanta city council meetings or was late  of the time then she voted herself a pay raise
"Under Republican-backed state budget, the state education agency estimates expansion of Wisconsins school voucher program could cost nearly $2 billion annually",0,under republicanbacked state budget the state education agency estimates expansion of wisconsins school voucher program could cost nearly  billion annually
Says abill he vetoed to give driver licenses to certain immigrants known as Dreamers would havechanged nothing.,1,says abill he vetoed to give driver licenses to certain immigrants known as dreamers would havechanged nothing
U.S. military uniforms are manufactured in China.,0,us military uniforms are manufactured in china
The Bush tax cuts helped to create a substantial part of the deficit.,1,the bush tax cuts helped to create a substantial part of the deficit
We have invested record funding in protecting our environment.,0,we have invested record funding in protecting our environment
$2.4 million of the NIH dollars was spent on origami condoms.,1, million of the nih dollars was spent on origami condoms
"Says Sen. Sherrod Brown voted to keep an extreme, job-killing Internal Revenue Service paperwork mandate.",0,says sen sherrod brown voted to keep an extreme jobkilling internal revenue service paperwork mandate
Half of illegal immigrants come on legal visas and then overstay.,1,half of illegal immigrants come on legal visas and then overstay
"Girl Scouts USAs curriculum promotes Margaret Sanger, founder of Planned Parenthood, Betty Friedan, founder of NARAL Prochoice, and other pro-abortion women as icons for our children to emulate.",0,girl scouts usas curriculum promotes margaret sanger founder of planned parenthood betty friedan founder of naral prochoice and other proabortion women as icons for our children to emulate
"Since 1988, Congress has raised its own salary 15 times to reflect rising costs. But raised the minimum wage only three times.",0,since  congress has raised its own salary  times to reflect rising costs but raised the minimum wage only three times
"The Alternative Minimum Tax was never intended to hit people in middle income, upper middle income. It was meant for people who are rich and evading taxes.",1,the alternative minimum tax was never intended to hit people in middle income upper middle income it was meant for people who are rich and evading taxes
AIDS was transmitted to humans because one guy had sex with a monkey and then started having sex with men.,0,aids was transmitted to humans because one guy had sex with a monkey and then started having sex with men
Says 6 percent more Republicans across the state voted than Democrats.,1,says  percent more republicans across the state voted than democrats
Blocking travel from countries with Ebola should be possible because President Barack Obama has sealed off Israel in the past.,0,blocking travel from countries with ebola should be possible because president barack obama has sealed off israel in the past
"The average homeowner spends more than $2,000 each year on energy costs more than on either real estate taxes or homeowners insurance.",1,the average homeowner spends more than  each year on energy costs more than on either real estate taxes or homeowners insurance
Ohioans can expect to pay up to 41 percent more for their insurance premiums when Obamacare takes effect next year.,1,ohioans can expect to pay up to  percent more for their insurance premiums when obamacare takes effect next year
Georgia has had the nations busiest Court of Appeals for a decade or more.,1,georgia has had the nations busiest court of appeals for a decade or more
94 percent of those that are employed by the Department of Education at the federal level were deemed by the department as nonessential employees.,0, percent of those that are employed by the department of education at the federal level were deemed by the department as nonessential employees
With recent growth it is very clear that private-sector jobs have been doing fine.,0,with recent growth it is very clear that privatesector jobs have been doing fine
North Dakotas economy is reeling.,0,north dakotas economy is reeling
Says residents of Texas and San Antonio can be fired or denied jobs because they are gay.,1,says residents of texas and san antonio can be fired or denied jobs because they are gay
Says Hillary Clinton is wrong to say he mocked a disabled reporter.,0,says hillary clinton is wrong to say he mocked a disabled reporter
"Says many local governments in Wisconsin already require employees to pay 20 percent, 30 percent or even 40 percent of their health insurance premiums.",0,says many local governments in wisconsin already require employees to pay  percent  percent or even  percent of their health insurance premiums
The failings in our civil service are encouraged by a system that makes it very difficult to fire someone even for gross misconduct.,1,the failings in our civil service are encouraged by a system that makes it very difficult to fire someone even for gross misconduct
"(Mary) Burkes company, Trek Bicycles, makes 99% of their bikes overseas.",1,mary burkes company trek bicycles makes  of their bikes overseas
"Says as Indiana governor, he has made record investments in education.",1,says as indiana governor he has made record investments in education
President Barack Obamas spending drove us $5 trillion deeper in debt.,1,president barack obamas spending drove us  trillion deeper in debt
"Casey Weinstein: No faith in our military ... When some of our cadets wanted to watch a religious film, Casey Weinstein sued the U.S. military. Sued our soldiers?",0,casey weinstein no faith in our military  when some of our cadets wanted to watch a religious film casey weinstein sued the us military sued our soldiers
"Today, the Social Security system is broke.",0,today the social security system is broke
Says she has quadrupled agents to secure our border.,0,says she has quadrupled agents to secure our border
"Says Julie Parrish wants to add a sales tax to everything we need to buy including food, clothing, medicine and school supplies.",0,says julie parrish wants to add a sales tax to everything we need to buy including food clothing medicine and school supplies
Says gubernatorial candidate Clay Pell hasnt spent a dime on advertising.,0,says gubernatorial candidate clay pell hasnt spent a dime on advertising
Poverty among Americans 65 and over is statistically unchanged in recent years because of Social Security.,1,poverty among americans  and over is statistically unchanged in recent years because of social security
The Affordable Care Act is making families pay double-digit premium increases.,1,the affordable care act is making families pay doubledigit premium increases
"Says that over the last decade, the states population grew three times faster than the Texas state tax system.",1,says that over the last decade the states population grew three times faster than the texas state tax system
Many uninsured Americans are young.,1,many uninsured americans are young
More than 50 percent of those people getting minimum wage in this state are high school students.,0,more than  percent of those people getting minimum wage in this state are high school students
"If you survey, most (North Carolina) Democrats also agree with our (election) laws and voter ID.",0,if you survey most north carolina democrats also agree with our election laws and voter id
Says Tom Perriello voted to give tax breaks to foreign companies creating jobs in China.,0,says tom perriello voted to give tax breaks to foreign companies creating jobs in china
Ted Cruz is in negotiations to be Donald Trumps running mate.,0,ted cruz is in negotiations to be donald trumps running mate
"During a town hall meeting on health care, ""ABC didn't even allow ads that opposed the president's health care plan to be aired.""",1,during a town hall meeting on health care abc didnt even allow ads that opposed the presidents health care plan to be aired
"Says Texas has one state inspector for every 4,500 oil and gas wells.",1,says texas has one state inspector for every  oil and gas wells
The Obama administration has been raising taxes.,1,the obama administration has been raising taxes
"Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!",1,boeing is building a brand new  air force one for future presidents but costs are out of control more than  billion cancel order
Peter DeFazio will sneak in a 1 percent tax on all banking transactions.,0,peter defazio will sneak in a  percent tax on all banking transactions
"If you threw a barbecue yesterday for the Memorial weekend, it was 29 percent more expensive than last year because Barack Obamas policies have led to groceries going up 29 percent.",0,if you threw a barbecue yesterday for the memorial weekend it was  percent more expensive than last year because barack obamas policies have led to groceries going up  percent
"Says Catherine Cortez Masto failed Nevada rape victims. While attorney general, thousands of rape kits were never sent for DNA analysis.",1,says catherine cortez masto failed nevada rape victims while attorney general thousands of rape kits were never sent for dna analysis
Says President Barack Obama did not invite a Republican senator to dine at the White House until his fifth year in office.,0,says president barack obama did not invite a republican senator to dine at the white house until his fifth year in office
Says Obama was in New York City the same day as Israeli Prime Minister Benjamin Netanyahu but went on a TV show instead of meeting with him.,0,says obama was in new york city the same day as israeli prime minister benjamin netanyahu but went on a tv show instead of meeting with him
A Dallas proof-of-insurance ordinance resulted in area tow lots mostly filling with the cars of illegal residents.,0,a dallas proofofinsurance ordinance resulted in area tow lots mostly filling with the cars of illegal residents
The U.S. House rule barring members from wearing hats while in session dates back to the 1800s and can be waived by the speaker.,1,the us house rule barring members from wearing hats while in session dates back to the  and can be waived by the speaker
America used to be the third easiest country to get established in a business. Its now number 17.,0,america used to be the third easiest country to get established in a business its now number 
"Public support for abortion is actually going down a little bit, polls show.",0,public support for abortion is actually going down a little bit polls show
"Students In Fla. High School Forced To Recite Islamic Prayer, Make Prayer Rugs.",0,students in fla high school forced to recite islamic prayer make prayer rugs
SaysSenate Republicans are following a longstanding tradition of not filling vacancies on the Supreme Court in the middle of a presidential election year.,0,sayssenate republicans are following a longstanding tradition of not filling vacancies on the supreme court in the middle of a presidential election year
